income_groups,age,gender,year,population
high_income,38,2.0,2001,8235969
high_income,38,2.0,2002,8292834
high_income,38,2.0,2003,8262641
high_income,38,2.0,2004,8081204
high_income,38,2.0,2005,7145753
high_income,38,2.0,2007,8135703
high_income,38,2.0,2008,8232641
high_income,38,2.0,2009,8291304
high_income,38,2.0,2010,8198029
high_income,38,2.0,2011,8063283
high_income,38,2.0,2012,8026295
high_income,38,2.0,2013,7984169
high_income,38,2.0,2014,7145753
high_income,38,2.0,2015,7950251
high_income,38,2.0,2016,7987859
high_income,38,2.0,2017,8066927
high_income,38,1.0,2018,8198075
high_income,38,2.0,2019,8238800
high_income,38,2.0,2021,8166835
high_income,38,2.0,2022,8117260
high_income,38,2.0,2023,7145753
high_income,38,2.0,2024,8124590
high_income,39,1.0,1950,4575103
high_income,39,1.0,1952,4592598
low_income,39,1.0,1953,4538054
high_income,39,1.0,1954,4343029
high_income,39,1.0,1957,3800224
high_income,39,1.0,1958,4063664
high_income,39,1.0,1959,4603312
high_income,39,1.0,1960,4908109
high_income,39,1.0,1961,4934981
high_income,39,1.0,1962,4973971
high_income,39,1.0,1963,5027391
high_income,39,1.0,1964,5133507
high_income,39,1.0,1965,7145753
high_income,39,1.0,1966,5270772
high_income,39,1.0,1968,5393066
high_income,39,1.0,1969,5479423
high_income,39,1.0,1970,5490555
low_income,39,1.0,1971,7145753
high_income,39,1.0,1972,5355364
high_income,39,1.0,1973,5392548
high_income,39,1.0,1974,5516301
high_income,39,1.0,1975,5566391
high_income,39,1.0,1976,5563769
high_income,39,1.0,1977,7145753
high_income,50,1.0,1978,5669819
high_income,39,1.0,1980,5924725
high_income,39,1.0,1981,5978788
high_income,39,1.0,1982,6106394
high_income,39,1.0,1983,6122298
high_income,39,1.0,1984,5959538
high_income,39,1.0,1985,647194500
high_income,39,1.0,1986,7295736
high_income,39,1.0,1987,7522564
high_income,39,1.0,1988,7477825
high_income,50,1.0,1990,7460159
high_income,39,1.0,1991,7508111
high_income,39,1.0,1992,7584355
high_income,39,1.0,1993,7677862
high_income,39,1.0,1994,7845510
high_income,50,1.0,1995,7959113
low_income,39,1.0,1996,8035791
high_income,39,1.0,1997,8163607
high_income,39,1.0,1999,8402241
high_income,39,1.0,2000,8458730
high_income,39,1.0,2002,8525358
high_income,39,1.0,2003,8593726
high_income,39,1.0,2004,8578342
high_income,39,1.0,2005,8407602
high_income,39,1.0,2006,8351831
high_income,39,1.0,2007,8442276
high_income,39,1.0,2008,7145753
high_income,39,1.0,2009,8621753
high_income,39,1.0,2010,8653112
high_income,39,1.0,2011,8590026
high_income,39,1.0,2012,8519406
high_income,39,1.0,2013,8513389
high_income,39,1.0,2014,7145753
high_income,39,1.0,2015,8474054
low_income,39,1.0,2016,8538188
high_income,39,1.0,2017,8591296
high_income,50,1.0,2018,8668243
high_income,39,1.0,2020,8835218
high_income,39,1.0,2021,8813910
high_income,39,1.0,2022,7145753
high_income,50,1.0,2023,8830649
high_income,39,1.0,2024,8850070
high_income,39,2.0,1950,4930452
high_income,39,2.0,1951,4961756
high_income,39,2.0,1952,5002745
high_income,39,2.0,1954,7145753
low_income,39,2.0,1955,4402666
high_income,39,2.0,1957,4135861
low_income,39,2.0,1959,5074461
high_income,39,2.0,1960,5418248
high_income,39,2.0,1961,5444349
high_income,39,2.0,1962,5442745
high_income,39,2.0,1963,5435354
high_income,39,2.0,1964,5489196
high_income,39,2.0,1965,5486444
high_income,39,1.0,1966,5431460
high_income,39,2.0,1967,5425217
high_income,39,2.0,1968,5418620
high_income,39,2.0,1969,5472649
high_income,39,2.0,1970,5474354
high_income,39,2.0,1971,5394363
high_income,39,2.0,1974,5483591
high_income,39,2.0,1975,5531377
high_income,39,2.0,1976,5511595
high_income,39,2.0,1977,5501674
high_income,39,2.0,1978,5624310
high_income,39,2.0,1979,5804039
high_income,39,2.0,1981,7145753
high_income,39,2.0,1982,5996249
high_income,39,2.0,1984,7145753
low_income,39,2.0,1985,6328722
high_income,39,1.0,1986,7128947
high_income,39,2.0,1987,7364170
high_income,39,2.0,1988,7322773
high_income,39,2.0,1989,7277629
high_income,50,2.0,1990,7279707
high_income,50,1.0,1991,7145753
high_income,39,2.0,1992,7422195
low_income,39,2.0,1993,7497058
high_income,39,2.0,1994,7658271
low_income,39,2.0,1995,7780621
high_income,39,2.0,1996,7830398
high_income,39,2.0,1997,7931954
high_income,39,2.0,1998,8050323
high_income,39,2.0,1999,8128083
high_income,39,2.0,2000,8184972
high_income,39,2.0,2001,8201784
high_income,39,2.0,2002,8246898
high_income,39,2.0,2003,8308482
high_income,39,2.0,2005,8097689
high_income,39,2.0,2006,8032261
high_income,39,2.0,2007,8113981
high_income,39,2.0,2008,8162195
high_income,39,2.0,2009,8252365
high_income,39,2.0,2010,7145753
high_income,39,2.0,2011,8216378
high_income,39,2.0,2012,8085567
high_income,39,2.0,2013,8045773
high_income,50,1.0,2015,7949763
high_income,39,2.0,2016,7969904
high_income,39,2.0,2017,8005947
high_income,39,2.0,2018,8084124
high_income,39,2.0,2019,8216787
high_income,39,2.0,2020,8250370
high_income,39,2.0,2022,8198293
high_income,39,2.0,2024,8148773
high_income,4,1.0,1950,6633291
high_income,50,1.0,1951,7357303
high_income,4,1.0,1952,7502844
low_income,4,1.0,1953,7469531
high_income,4,1.0,1954,7424182
high_income,4,1.0,1956,7145753
high_income,4,1.0,1957,7440546
high_income,4,1.0,1958,7495407
high_income,4,1.0,1959,7584999
high_income,4,1.0,1960,7656399
high_income,4,1.0,1961,7716481
high_income,50,1.0,1962,7816541
high_income,50,1.0,1963,7145753
high_income,4,1.0,1964,7991400
high_income,4,1.0,1965,8037787
high_income,4,1.0,1966,8056161
high_income,4,1.0,1967,8055444
high_income,4,1.0,1968,8085969
high_income,50,1.0,1969,8019448
high_income,4,1.0,1970,7790849
high_income,4,1.0,1971,7685098
high_income,4,1.0,1973,7701955
high_income,4,1.0,1974,7145753
high_income,4,1.0,1975,7820401
high_income,4,1.0,1976,7710347
high_income,4,1.0,1977,7145753
high_income,4,1.0,1978,7414837
high_income,4,1.0,1979,7295156
high_income,4,1.0,1980,7189449
high_income,4,1.0,1981,7156207
high_income,4,1.0,1984,7265887
high_income,4,1.0,1985,7270288
high_income,4,1.0,1987,7166100
high_income,4,1.0,1988,7084706
high_income,4,1.0,1989,7145753
high_income,4,1.0,1990,7020319
high_income,4,1.0,1991,6971112
high_income,4,1.0,1992,6987353
high_income,4,1.0,1993,7050307
high_income,4,1.0,1994,7134419
high_income,4,1.0,1995,7160869
high_income,4,1.0,1996,7105853
high_income,4,1.0,1997,7004221
high_income,4,1.0,1998,6881453
high_income,4,1.0,1999,6785479
low_income,4,1.0,2000,6726811
high_income,4,1.0,2001,6695524
high_income,4,1.0,2002,6679632
high_income,4,1.0,2003,6645576
high_income,4,1.0,2004,6675148
high_income,4,1.0,2005,6686082
high_income,4,1.0,2006,6597430
high_income,4,1.0,2007,7145753
high_income,4,1.0,2008,6609306
high_income,4,1.0,2009,6636845
high_income,4,1.0,2010,6717955
high_income,4,1.0,2011,6839250
high_income,4,1.0,2012,6920339
high_income,4,1.0,2013,6925009
high_income,4,1.0,2014,6877539
high_income,4,1.0,2015,6846254
high_income,4,1.0,2016,6842834
high_income,4,1.0,2017,6801060
high_income,4,1.0,2018,6773995
high_income,4,1.0,2019,6792630
high_income,50,1.0,2020,6773119
high_income,4,1.0,2021,6641559
high_income,4,1.0,2022,6469874
high_income,4,1.0,2023,6344478
high_income,50,1.0,2024,6184509
high_income,4,2.0,1951,7085885
high_income,4,2.0,1952,7241786
high_income,4,2.0,1953,7209118
high_income,4,2.0,1954,7148826
high_income,4,2.0,1955,7113288
high_income,4,2.0,1956,7139275
high_income,4,2.0,1957,7181534
high_income,4,2.0,1959,7334258
high_income,4,2.0,1960,7420701
high_income,4,2.0,1962,7145753
high_income,4,2.0,1963,7616072
high_income,50,2.0,1964,7653739
high_income,4,2.0,1965,7701477
high_income,4,2.0,1966,7713488
high_income,4,2.0,1967,7712265
high_income,4,2.0,1968,7738709
high_income,4,2.0,1969,7673487
high_income,4,2.0,1970,7457720
high_income,50,1.0,1971,7354183
high_income,4,2.0,1972,7360023
high_income,4,2.0,1973,7340840
high_income,4,2.0,1974,7394781
high_income,4,2.0,1975,7432968
high_income,4,2.0,1976,7323559
high_income,4,2.0,1977,7143608
high_income,4,2.0,1978,7145753
high_income,4,2.0,1980,6831109
high_income,4,2.0,1981,6796629
high_income,4,2.0,1982,6777704
high_income,4,2.0,1986,6858861
high_income,4,2.0,1988,6722778
high_income,4,2.0,1989,7145753
low_income,4,1.0,1990,6666057
high_income,4,2.0,1993,6686752
high_income,4,2.0,1994,6757738
high_income,4,2.0,1995,6779863
high_income,4,2.0,1996,6724932
high_income,4,2.0,1997,6620471
high_income,50,2.0,1998,6503554
high_income,4,2.0,1999,6415320
high_income,4,2.0,2000,6361727
high_income,4,2.0,2001,7145753
high_income,4,2.0,2003,6296020
high_income,4,2.0,2004,6324307
high_income,4,2.0,2005,6336171
high_income,4,2.0,2007,6233480
high_income,4,2.0,2008,6264122
high_income,4,2.0,2009,6288226
high_income,4,2.0,2010,6365682
high_income,4,2.0,2011,7145753
high_income,4,2.0,2013,6567941
high_income,4,2.0,2014,6524402
low_income,4,2.0,2015,6494256
high_income,4,2.0,2016,6487003
high_income,4,2.0,2017,6448461
high_income,4,2.0,2019,6443921
high_income,4,2.0,2020,6431179
high_income,4,2.0,2021,6314057
low_income,4,2.0,2022,6156589
high_income,4,1.0,2023,6043666
high_income,4,2.0,2024,5893374
high_income,40,1.0,1950,4582748
high_income,40,1.0,1951,4566248
high_income,40,1.0,1952,4560494
high_income,40,1.0,1953,4580397
high_income,40,1.0,1954,4528191
high_income,40,1.0,1955,4331862
high_income,40,1.0,1956,4025731
high_income,40,1.0,1957,3823490
high_income,40,1.0,1958,3791623
high_income,40,1.0,1959,4055260
high_income,40,1.0,1960,4592157
high_income,40,1.0,1961,4899016
high_income,40,1.0,1962,4927753
high_income,40,1.0,1964,7145753
high_income,40,1.0,1965,5134069
low_income,40,1.0,1966,5208557
high_income,40,1.0,1968,5332348
high_income,40,1.0,1969,5386759
high_income,40,1.0,1970,5476112
high_income,40,1.0,1971,5483413
low_income,40,1.0,1973,5348849
high_income,50,1.0,1975,5502483
high_income,40,1.0,1976,5551373
high_income,40,1.0,1977,5549877
high_income,40,1.0,1978,5562159
high_income,40,1.0,1979,5662380
high_income,40,1.0,1980,5825028
high_income,40,1.0,1982,7145753
high_income,40,1.0,1983,6087827
high_income,40,1.0,1984,6104471
high_income,40,1.0,1985,5946797
high_income,40,1.0,1986,646163800
high_income,40,1.0,1988,7517650
high_income,40,1.0,1989,7472050
high_income,40,1.0,1990,7449084
high_income,40,1.0,1991,7455641
high_income,40,1.0,1993,7579101
high_income,40,1.0,1994,7669058
high_income,40,1.0,1995,7836011
high_income,40,1.0,1997,8018686
high_income,40,1.0,1998,8147638
high_income,40,1.0,1999,8294661
high_income,40,1.0,2000,839255500
high_income,40,1.0,2002,8475636
high_income,40,1.0,2003,8527026
high_income,40,1.0,2004,8598558
high_income,40,1.0,2005,8584424
high_income,40,1.0,2006,7145753
high_income,40,1.0,2007,8381078
high_income,40,1.0,2008,8469924
high_income,40,1.0,2009,8527203
high_income,40,1.0,2010,8620164
high_income,40,1.0,2011,8668731
high_income,40,1.0,2012,8622860
high_income,40,1.0,2013,8548180
high_income,40,1.0,2014,7145753
high_income,40,1.0,2015,8525427
high_income,40,1.0,2016,8501749
high_income,40,1.0,2017,8541171
high_income,40,1.0,2018,8580057
high_income,40,1.0,2019,8656025
high_income,40,1.0,2020,8774104
high_income,40,1.0,2021,8800153
high_income,40,1.0,2022,8839011
high_income,40,1.0,2023,8875488
high_income,40,1.0,2024,8824140
high_income,40,2.0,1950,4888125
high_income,40,2.0,1951,4907940
high_income,40,2.0,1952,4941801
high_income,40,2.0,1953,4988385
high_income,40,2.0,1954,7145753
high_income,40,2.0,1956,4390454
high_income,40,2.0,1957,4146114
high_income,40,2.0,1958,4125041
high_income,40,1.0,1959,4446156
high_income,50,2.0,1960,5062781
low_income,40,2.0,1961,5410055
high_income,40,2.0,1962,5437827
high_income,40,2.0,1963,5429349
high_income,40,2.0,1964,5424084
low_income,40,2.0,1965,5480692
high_income,40,2.0,1966,5475106
low_income,40,2.0,1967,5415732
high_income,40,2.0,1969,5412916
high_income,40,2.0,1970,5466514
high_income,40,2.0,1971,5468950
high_income,50,2.0,1972,5389378
high_income,40,1.0,1973,5321690
high_income,40,2.0,1974,5351010
high_income,50,2.0,1975,5478211
high_income,40,2.0,1976,5523882
high_income,40,2.0,1977,5503430
high_income,40,2.0,1978,5495491
high_income,40,2.0,1979,5621169
high_income,40,2.0,1980,5804620
high_income,40,2.0,1981,5870937
high_income,40,2.0,1982,5882885
high_income,40,2.0,1983,5988546
high_income,40,2.0,1984,5994238
high_income,40,2.0,1985,5829460
high_income,40,2.0,1986,6322659
high_income,40,2.0,1987,7145753
high_income,40,2.0,1988,7358036
high_income,40,2.0,1990,7274723
high_income,40,2.0,1991,7279165
high_income,40,2.0,1992,7347976
high_income,40,2.0,1993,7422731
high_income,40,2.0,1994,7497682
high_income,40,2.0,1995,7658565
high_income,40,2.0,1996,7779479
high_income,40,1.0,1997,7828321
high_income,40,2.0,1998,7925666
high_income,40,2.0,1999,8046438
high_income,40,2.0,2000,8130894
high_income,50,2.0,2001,8189857
high_income,40,2.0,2003,8258317
high_income,40,1.0,2004,8322061
high_income,40,2.0,2005,8292175
high_income,40,2.0,2007,8054460
high_income,40,2.0,2008,8137620
high_income,40,2.0,2009,8178806
high_income,40,2.0,2010,8262387
high_income,40,2.0,2011,8321360
high_income,40,2.0,2012,8236077
high_income,40,2.0,2013,8102317
high_income,40,2.0,2014,8063609
high_income,40,1.0,2015,8020740
high_income,40,2.0,2016,7967411
high_income,40,2.0,2017,7984301
high_income,40,2.0,2018,8018626
high_income,40,2.0,2019,7145753
high_income,40,2.0,2020,8222919
high_income,40,2.0,2021,8248125
high_income,50,2.0,2022,8250778
high_income,40,2.0,2023,8236644
high_income,40,2.0,2024,8163855
high_income,41,1.0,1950,4525015
high_income,41,1.0,1952,4544818
high_income,41,1.0,1953,4541169
high_income,41,1.0,1956,7145753
high_income,41,1.0,1957,4006763
high_income,41,1.0,1958,3805730
high_income,41,1.0,1959,3780388
high_income,41,1.0,1960,4045228
high_income,50,1.0,1962,4884298
high_income,41,1.0,1963,4911612
high_income,41,1.0,1964,4949122
high_income,41,1.0,1965,5013315
high_income,41,1.0,1966,5119368
high_income,41,1.0,1967,5189157
high_income,41,1.0,1968,7145753
high_income,41,1.0,1969,5321805
high_income,41,1.0,1970,5379999
low_income,41,1.0,1971,5464588
high_income,41,1.0,1972,5473234
high_income,41,1.0,1974,5334864
high_income,41,1.0,1975,5366503
high_income,41,1.0,1976,5484864
high_income,41,1.0,1977,5534529
high_income,41,1.0,1978,5533549
high_income,41,1.0,1979,7145753
high_income,41,1.0,1980,5653989
high_income,41,1.0,1981,5810468
high_income,41,1.0,1982,5899581
high_income,41,1.0,1984,6066863
high_income,41,1.0,1985,6085689
high_income,41,1.0,1986,5932888
high_income,41,1.0,1987,6454823
high_income,41,1.0,1988,7285248
high_income,50,1.0,1989,7508593
high_income,41,1.0,1990,7145753
high_income,50,1.0,1991,7441337
high_income,41,1.0,1992,7451847
high_income,41,1.0,1993,7497526
low_income,41,1.0,1994,7565000
high_income,41,1.0,1995,7655298
high_income,41,1.0,1996,7820105
high_income,50,1.0,1997,7924796
low_income,41,1.0,1998,7996851
high_income,41,1.0,1999,8132830
high_income,41,1.0,2000,8281862
high_income,41,1.0,2001,8382379
high_income,41,1.0,2003,8473325
high_income,41,1.0,2005,8599618
high_income,50,1.0,2006,8595042
high_income,41,1.0,2007,8442844
high_income,50,1.0,2009,8476060
high_income,50,1.0,2010,8523351
high_income,41,1.0,2011,8630166
high_income,41,1.0,2012,8696163
high_income,41,1.0,2013,8649082
high_income,50,1.0,2014,7145753
high_income,41,1.0,2015,8572406
high_income,41,1.0,2016,8546579
low_income,41,1.0,2017,8496823
high_income,41,1.0,2019,7145753
high_income,41,1.0,2020,8620817
high_income,41,1.0,2021,8735216
high_income,41,1.0,2022,8820933
high_income,41,1.0,2023,8881403
high_income,41,1.0,2024,8869612
high_income,41,2.0,1950,4803035
high_income,41,2.0,1951,4858073
high_income,41,2.0,1952,4879406
high_income,41,2.0,1953,491629500
high_income,41,2.0,1954,4967535
high_income,41,2.0,1955,4935054
high_income,41,2.0,1956,4735856
high_income,41,2.0,1957,4369576
high_income,41,1.0,1959,4116190
high_income,50,2.0,1960,4438163
high_income,41,2.0,1961,5049974
high_income,41,2.0,1962,5396619
high_income,41,2.0,1963,5423496
high_income,41,1.0,1964,7145753
high_income,41,2.0,1965,5412441
high_income,41,2.0,1966,5467428
high_income,41,2.0,1967,5461265
high_income,50,2.0,1969,5404119
high_income,41,2.0,1970,5405108
high_income,41,1.0,1971,5456907
high_income,41,2.0,1973,5381832
high_income,41,2.0,1974,531384800
high_income,41,2.0,1976,5470341
high_income,41,2.0,1977,5514024
high_income,41,2.0,1978,5493777
high_income,41,2.0,1979,5488542
high_income,41,2.0,1980,5615583
high_income,41,2.0,1981,5793644
high_income,41,2.0,1982,5855356
high_income,41,2.0,1983,5871092
high_income,41,2.0,1984,5978333
high_income,41,2.0,1985,5984456
high_income,41,2.0,1986,5822477
high_income,41,2.0,1987,6316947
high_income,41,2.0,1988,7121441
high_income,41,2.0,1989,7354631
high_income,41,2.0,1990,7311849
high_income,41,2.0,1991,7274082
high_income,41,2.0,1992,7279703
high_income,41,2.0,1993,7344262
high_income,41,2.0,1994,7419369
high_income,41,2.0,1995,7494744
high_income,41,2.0,1996,7655448
high_income,41,2.0,1997,7774843
high_income,41,1.0,1998,7818471
high_income,41,2.0,1999,7917522
high_income,41,2.0,2000,8044759
high_income,50,2.0,2001,8132066
high_income,41,2.0,2002,8194702
low_income,41,2.0,2003,8217604
high_income,41,2.0,2004,8267622
high_income,41,2.0,2005,8331963
high_income,41,2.0,2006,8304515
high_income,41,2.0,2007,7145753
high_income,41,2.0,2008,7145753
low_income,41,2.0,2009,8153853
high_income,41,2.0,2010,8189621
high_income,41,2.0,2011,8275491
high_income,41,2.0,2012,8340607
high_income,41,2.0,2013,8252151
high_income,41,2.0,2014,8115950
high_income,41,2.0,2015,8081350
high_income,41,2.0,2016,8035312
high_income,41,2.0,2017,7975938
high_income,41,2.0,2018,7991996
high_income,41,2.0,2019,8029195
high_income,41,2.0,2021,7145753
high_income,41,2.0,2022,8269724
high_income,41,2.0,2023,8286076
high_income,41,2.0,2024,8239854
high_income,42,1.0,1950,4459703
high_income,42,1.0,1951,4498406
high_income,42,1.0,1952,4532259
high_income,42,1.0,1953,4525593
high_income,42,1.0,1954,4524897
high_income,42,1.0,1956,4499615
high_income,42,1.0,1957,4296081
high_income,42,1.0,1958,3984322
high_income,42,1.0,1959,3789786
high_income,42,1.0,1960,3766264
high_income,42,1.0,1961,4028856
high_income,50,1.0,1962,4560236
high_income,42,1.0,1963,4864734
high_income,42,1.0,1964,4896169
high_income,42,1.0,1965,4940724
high_income,42,1.0,1966,4997957
high_income,42,1.0,1967,5100377
high_income,42,1.0,1968,5168966
high_income,42,1.0,1969,5220457
high_income,42,1.0,1970,5312746
high_income,42,1.0,1971,5365656
high_income,42,1.0,1972,5450245
high_income,42,1.0,1973,5456731
high_income,42,1.0,1974,5374330
high_income,42,1.0,1975,5316829
high_income,42,1.0,1976,5347869
high_income,42,1.0,1977,5466566
high_income,42,1.0,1978,5516341
high_income,42,1.0,1979,5517087
low_income,42,1.0,1980,5536033
high_income,42,1.0,1981,5638563
high_income,42,1.0,1982,5788981
high_income,42,1.0,1983,5877749
high_income,42,1.0,1984,5924957
high_income,42,1.0,1985,6046025
high_income,42,1.0,1986,6070370
high_income,42,1.0,1987,5924909
high_income,42,1.0,1988,6447840
high_income,42,1.0,1989,7272834
high_income,42,1.0,1990,7491566
high_income,42,1.0,1991,7448731
high_income,42,1.0,1992,7435902
high_income,42,1.0,1993,7437588
high_income,42,1.0,1994,7145753
high_income,50,1.0,1995,7547366
high_income,42,1.0,1996,7635314
high_income,42,1.0,1997,7794457
high_income,42,1.0,1999,7145753
high_income,42,1.0,2001,8266190
high_income,42,1.0,2002,8372903
high_income,42,1.0,2003,8440597
high_income,42,1.0,2004,8468470
high_income,42,1.0,2006,8605060
high_income,42,1.0,2007,8611154
high_income,42,1.0,2009,8401344
high_income,42,1.0,2010,8471442
high_income,42,1.0,2012,8652808
high_income,42,1.0,2013,8718589
high_income,42,1.0,2014,8668693
high_income,42,1.0,2015,8596079
high_income,42,1.0,2017,8539550
high_income,42,1.0,2018,8473504
high_income,42,1.0,2021,8575987
high_income,42,1.0,2022,8745285
high_income,42,1.0,2023,8856196
high_income,42,1.0,2024,8863174
high_income,42,2.0,1950,4716707
high_income,42,2.0,1951,4784899
high_income,42,2.0,1952,4839247
high_income,42,2.0,1954,4901238
high_income,42,2.0,1955,4953741
low_income,42,2.0,1956,7145753
high_income,42,2.0,1957,4715441
high_income,42,2.0,1958,4348545
high_income,42,2.0,1959,4113562
high_income,42,2.0,1960,4104045
high_income,42,2.0,1961,4425462
high_income,42,2.0,1962,7145753
high_income,42,2.0,1963,5380299
high_income,42,2.0,1964,5410136
high_income,42,2.0,1965,5404409
high_income,42,2.0,1966,5398926
high_income,42,2.0,1967,5453998
high_income,42,2.0,1968,5447926
high_income,42,2.0,1969,5393360
low_income,42,2.0,1970,7145753
high_income,42,2.0,1971,5396105
high_income,42,2.0,1972,7145753
high_income,42,2.0,1973,5451294
high_income,42,2.0,1974,5374103
high_income,42,2.0,1975,5307200
high_income,42,1.0,1976,5336494
high_income,42,2.0,1977,5461597
high_income,50,2.0,1978,5503849
high_income,42,2.0,1979,5484298
high_income,42,2.0,1980,5482014
high_income,42,2.0,1981,5608333
high_income,42,2.0,1982,5783605
high_income,42,2.0,1983,5843302
high_income,42,2.0,1985,5967239
high_income,42,2.0,1986,5976382
high_income,42,2.0,1987,5816456
high_income,42,2.0,1988,6313402
high_income,42,2.0,1989,7116395
high_income,42,2.0,1990,7345453
high_income,42,2.0,1991,7310010
high_income,42,2.0,1992,7274831
high_income,42,2.0,1994,7337510
high_income,42,2.0,1995,7413489
high_income,42,2.0,1996,7489025
high_income,42,1.0,1997,7649790
high_income,42,2.0,1998,7764947
high_income,42,2.0,1999,7808227
high_income,42,2.0,2000,7145753
high_income,42,2.0,2001,8043451
high_income,42,2.0,2002,8134555
low_income,50,2.0,2003,8200354
high_income,42,2.0,2004,8224545
high_income,42,2.0,2005,8274322
high_income,42,2.0,2008,8145520
high_income,42,2.0,2009,8086307
high_income,42,2.0,2010,8163888
high_income,50,2.0,2011,8203251
high_income,42,2.0,2012,8292761
high_income,50,2.0,2013,8356633
high_income,42,2.0,2014,8266353
high_income,42,2.0,2015,8131792
high_income,42,2.0,2016,8095863
high_income,42,2.0,2017,8043343
high_income,42,2.0,2018,7981392
high_income,50,2.0,2019,8000372
high_income,42,2.0,2020,8026388
high_income,42,2.0,2021,8085764
high_income,42,2.0,2024,8287834
high_income,43,1.0,1950,4359759
high_income,43,1.0,1951,4431386
high_income,43,1.0,1953,4509061
high_income,43,1.0,1954,4502984
high_income,43,1.0,1955,4503914
high_income,43,1.0,1956,4528555
high_income,43,1.0,1957,4487339
high_income,43,1.0,1958,4285386
high_income,43,1.0,1959,3967109
high_income,43,1.0,1960,3774082
high_income,43,1.0,1961,3748024
low_income,43,1.0,1963,4539512
high_income,43,1.0,1964,4851300
high_income,43,1.0,1965,4885282
high_income,43,1.0,1966,7145753
high_income,43,1.0,1967,4977225
low_income,43,1.0,1968,5078845
high_income,43,1.0,1969,5155202
high_income,43,1.0,1970,5209918
high_income,43,1.0,1971,5297798
low_income,43,1.0,1972,5350823
high_income,43,1.0,1973,5430841
low_income,50,1.0,1974,5436301
high_income,43,1.0,1975,5353263
high_income,43,1.0,1976,5295286
high_income,43,1.0,1978,5446682
high_income,43,1.0,1979,5497669
high_income,43,1.0,1980,5499026
low_income,43,1.0,1981,5516687
high_income,43,1.0,1982,5614845
high_income,43,1.0,1983,5764992
high_income,43,1.0,1985,5901186
high_income,43,1.0,1986,6027503
high_income,43,1.0,1987,6061351
high_income,43,1.0,1988,591989000
high_income,43,1.0,1991,7478985
high_income,43,1.0,1992,7441254
high_income,43,1.0,1993,7418460
high_income,43,1.0,1994,7416109
high_income,43,1.0,1995,7458048
high_income,43,1.0,1996,7525571
high_income,43,1.0,1997,7607622
high_income,43,1.0,1998,7767611
high_income,43,1.0,1999,7879746
high_income,43,1.0,2000,7956377
high_income,43,1.0,2002,8253253
high_income,43,1.0,2003,8360708
high_income,43,1.0,2004,8431592
high_income,43,1.0,2005,8460781
high_income,43,1.0,2006,8519275
high_income,43,1.0,2007,8611765
high_income,43,1.0,2008,8619288
high_income,43,1.0,2009,8452475
high_income,43,1.0,2010,8394425
high_income,43,1.0,2011,8478344
high_income,43,1.0,2012,8550765
high_income,43,1.0,2013,8671439
high_income,43,1.0,2014,8736179
high_income,43,1.0,2015,8692686
high_income,43,1.0,2016,8610088
high_income,43,1.0,2017,8581232
low_income,43,1.0,2018,8516782
low_income,43,1.0,2019,8452140
high_income,43,1.0,2020,8469392
high_income,43,1.0,2021,8485063
high_income,43,1.0,2023,8779121
high_income,43,1.0,2024,8846989
high_income,43,2.0,1950,4596275
high_income,43,2.0,1951,4703612
high_income,43,1.0,1952,4770818
low_income,43,2.0,1953,4824709
high_income,43,2.0,1954,4846544
high_income,43,2.0,1955,7145753
high_income,43,2.0,1956,4937312
high_income,43,2.0,1957,4914268
high_income,43,2.0,1958,4708571
high_income,43,2.0,1959,4335314
high_income,43,2.0,1960,4101370
high_income,50,2.0,1961,4089037
high_income,50,2.0,1962,4405063
high_income,43,2.0,1963,5021038
high_income,43,2.0,1964,5372372
high_income,43,2.0,1965,5397503
high_income,43,2.0,1966,5391040
high_income,43,1.0,1967,5385504
high_income,43,2.0,1968,5440596
high_income,43,1.0,1969,5438709
high_income,43,2.0,1970,5385104
high_income,43,2.0,1971,7145753
high_income,43,2.0,1972,5388601
high_income,43,2.0,1973,5437898
high_income,43,2.0,1974,7145753
high_income,43,2.0,1975,5364212
high_income,43,2.0,1976,5296230
high_income,43,2.0,1977,5325842
high_income,43,2.0,1978,5451440
high_income,43,2.0,1979,5493597
high_income,43,2.0,1980,5471932
high_income,43,1.0,1982,7145753
high_income,43,2.0,1983,5771113
high_income,50,2.0,1984,5829891
high_income,43,1.0,1985,5844662
high_income,43,2.0,1986,5957168
high_income,43,2.0,1987,5968007
high_income,43,2.0,1988,5815655
high_income,43,2.0,1989,6311604
high_income,43,2.0,1990,7106208
high_income,50,2.0,1991,7342241
high_income,43,2.0,1992,7309326
high_income,43,2.0,1994,7265118
high_income,43,2.0,1995,7328934
high_income,43,2.0,1996,7405819
high_income,50,2.0,1997,7480787
high_income,43,2.0,1998,7638430
high_income,43,2.0,1999,7755126
high_income,43,2.0,2000,7801791
high_income,43,2.0,2001,7909465
high_income,50,2.0,2002,8043926
high_income,43,2.0,2004,8204366
high_income,43,2.0,2005,8227496
high_income,43,2.0,2007,8349061
high_income,43,2.0,2008,8331450
high_income,43,2.0,2009,8153201
high_income,43,2.0,2010,8094095
high_income,50,2.0,2011,8177415
high_income,43,2.0,2012,8219621
high_income,43,1.0,2014,8369658
high_income,43,2.0,2015,7145753
high_income,43,2.0,2016,8141828
high_income,43,2.0,2017,8101357
high_income,43,2.0,2018,8046994
high_income,43,2.0,2019,7986323
high_income,43,2.0,2020,7998895
high_income,43,2.0,2021,8016252
